Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,EOMES,POLR2A,SOX2,DLX6,SATB2,BCL11B,CPLX3,HS3ST4,CRYM,EXOC6,FOXN2,SOSTDC1,SERPINI1,SPLIT3,ZFPL1,NGEF,PALMD,TUBA4A,NR2F1,NEFL,NR4A2,CBLN2,MEF2E,PPP1R1B,RUNX1T1,LPL,GABRA5
4127,3398,18328,417.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,2075,18193,303.7,1,1,1,0,10,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0
4129,2568,21439,333.9,1,8,11,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4130,1787,18078,435.0,6,2,2,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,1324,18560,296.9,2,3,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
4132,3835,19185,512.1,0,2,0,3,7,1,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0
4133,3732,20589,357.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,1026,20296,527.5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,3515,21168,443.0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,1295,20797,489.3,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,1,1,0,1,1,0
4137,371,16729,364.2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,2889,18922,303.7,1,1,8,0,6,0,0,0,0,2,1,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0
4139,1486,18223,525.7,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4140,3718,19528,372.2,1,8,1,1,7,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
4141,51,18061,404.8,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4142,729,21395,448.1,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4143,2019,20712,528.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,842,21191,434.4,3,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4145,4261,20155,601.6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,1207,21622,388.2,0,5,2,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4147,3107,17630,508.6,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4148,1849,20227,373.4,7,3,5,3,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4149,1858,16486,227.2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4150,3191,17574,410.4,0,2,1,0,6,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4151,4878,18630,541.7,0,2,2,1,5,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4152,3233,20873,365.9,3,2,6,0,8,1,6,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4153,3068,20624,462.9,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4154,1729,17312,448.1,6,3,6,0,4,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,2726,20341,498.4,0,1,5,0,8,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4156,3467,16852,411.0,0,0,4,0,4,2,6,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
4157,48,18239,419.0,1,0,3,0,4,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,1607,16817,652.6,3,6,4,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
4159,2558,18517,359.1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,2128,20332,496.1,0,6,5,1,11,0,4,0,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4161,1188,17115,451.0,0,3,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,5094,18283,435.0,4,9,1,0,13,2,3,1,0,5,1,0,1,3,0,0,3,0,2,1,0,0,1,0,0,0,0
4163,1741,20634,497.3,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,3870,19815,462.9,0,2,4,0,4,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
4165,3725,21079,510.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4166,2783,19988,441.8,1,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4167,3904,19474,495.5,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0
4168,1819,17399,564.6,0,5,2,0,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4169,1328,19279,488.1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4170,435,18746,205.6,0,1,8,0,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4171,1779,16816,554.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,2055,20994,441.3,1,2,1,0,5,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0
4173,2914,19712,461.7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,846,20913,303.7,0,2,6,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4175,3228,19699,464.7,1,0,4,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4176,299,19204,364.2,3,2,1,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4177,2682,17463,347.0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4178,5211,21215,471.5,3,9,3,0,5,2,1,3,1,0,4,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
4179,2869,20325,550.3,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4180,4935,19805,461.1,9,2,2,5,7,1,0,0,2,0,2,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0
4181,4267,18658,502.9,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,5244,17998,510.3,4,3,6,2,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4183,835,20124,508.6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,1472,21263,396.2,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4185,2776,21810,242.0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,847,18382,496.7,1,1,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,3809,19554,542.9,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,5107,16633,488.1,0,6,6,1,5,0,0,0,1,1,0,1,0,2,1,0,1,0,3,0,0,0,2,0,0,0,0
4189,361,20385,416.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,2125,19215,496.1,0,4,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,393,20198,380.2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,4765,17115,435.0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,1300,18152,564.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,3174,17969,434.4,1,2,0,0,6,3,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
4195,3144,17447,472.1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,1004,17941,514.8,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,487,20268,395.0,2,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4198,2691,20989,464.7,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4199,5333,17725,1008.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,2466,16963,364.2,0,8,7,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4201,1060,20738,444.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,128,19719,357.4,2,0,4,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4203,495,21010,409.8,4,3,8,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
4204,2079,20190,478.9,0,2,1,0,8,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,1144,19822,433.8,1,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4206,2052,18107,501.7,0,4,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,3171,20393,526.3,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,2750,21713,479.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,3161,20696,325.9,2,1,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
4210,2241,19844,516.6,0,2,1,0,8,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4211,1369,19072,448.7,0,4,5,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
4212,4708,20651,462.9,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4213,4839,17036,554.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,3451,17483,486.3,3,5,7,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4215,4821,20318,472.1,1,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4216,5017,16912,477.1,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,3779,16863,349.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,2265,20195,448.1,1,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,1
4219,3968,21093,420.2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,406,20880,341.9,4,6,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4221,2340,19708,387.6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4222,50,20493,420.8,0,3,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,5283,21558,502.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,1327,21239,356.8,1,3,7,0,3,1,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4225,1036,19122,410.4,1,1,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,1562,21358,436.2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,657,18752,296.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,1962,17889,363.0,0,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0
4229,3171,19473,534.3,2,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,168,18635,462.9,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,4226,16870,504.1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,592,18622,388.2,0,4,5,0,11,1,1,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
4233,5312,16771,496.7,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,2773,18168,427.0,1,2,9,0,13,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0
4235,3223,17690,488.7,0,5,1,0,5,1,1,0,0,0,2,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,0
4236,2934,20438,412.2,2,7,11,0,8,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4237,4561,21623,470.9,5,0,1,0,5,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4238,4662,17488,446.9,0,1,0,1,4,0,2,1,0,0,1,0,0,0,0,0,1,0,3,3,0,1,1,0,1,1,0
4239,5180,20476,541.1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,5195,19740,505.8,1,1,1,0,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4241,1845,21613,409.3,4,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,3346,20438,394.4,0,4,7,0,6,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4243,2835,21413,494.9,2,2,5,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
4244,1466,20937,585.0,8,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,219,18020,388.8,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4246,758,18598,441.8,12,8,4,1,4,2,1,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0
4247,1742,18193,530.8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4248,593,21111,524.0,3,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4249,3538,17596,419.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4250,5174,19480,464.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
4251,2059,18724,418.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,758,16681,432.1,2,2,2,0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
4253,408,21600,459.0,2,2,3,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4254,3064,18047,441.8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4255,1024,21779,464.7,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,2841,20502,433.3,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4257,2732,20811,467.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,1080,17490,525.1,0,0,0,0,4,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,4210,20485,404.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4260,3860,21027,485.1,1,2,0,0,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4261,3691,18779,425.8,0,1,3,1,1,0,1,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
4262,1623,19402,459.0,5,9,2,0,11,0,2,1,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0
4263,4339,19999,572.6,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4264,3142,20504,435.0,2,3,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,1074,16697,537.0,0,2,0,2,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4266,2249,21698,397.4,1,3,0,0,6,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0
4267,605,17089,486.3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4268,1302,20160,472.7,3,2,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,250,20396,396.8,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,5242,18928,556.6,0,10,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4271,3790,17957,478.9,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,1011,18312,466.4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4273,2877,20664,380.8,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,1138,21527,423.5,2,7,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4275,3526,18231,517.1,0,4,5,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4276,2151,21254,413.9,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4277,4566,20236,518.3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,4090,17016,457.3,0,1,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4279,5090,17140,640.5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4280,3056,19868,457.3,4,6,3,0,3,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
4281,926,18206,464.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4282,4872,18210,404.2,1,7,4,0,10,1,1,1,0,0,1,0,0,1,2,0,1,0,1,0,1,0,1,1,0,1,0
4283,2492,20816,412.2,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,154,17737,495.5,2,0,2,0,6,2,0,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0,2,0
4285,3901,21740,480.1,2,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4286,3619,21753,457.8,0,2,3,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4287,3619,17747,512.1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4288,3727,17850,590.7,2,3,1,4,5,1,0,2,1,1,2,0,0,8,0,0,1,0,0,1,0,0,0,1,0,1,0
4289,3974,19204,620.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,1727,20054,492.6,2,3,3,1,10,2,2,0,0,0,1,0,1,1,1,0,2,0,1,0,0,1,3,0,0,1,0
4291,243,19775,389.4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4292,3050,18749,457.3,9,1,4,1,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4293,855,21745,429.4,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,1306,21578,441.8,1,0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295,4086,19309,510.3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4296,107,20386,464.1,4,6,9,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4297,3620,17487,625.6,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,148,22522,105.1,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4299,600,24189,219.8,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,5080,25457,118.7,2,3,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,2172,25797,119.3,4,4,10,0,7,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4302,5007,24259,119.9,4,5,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,5445,26855,230.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,2868,24616,460.0,0,3,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,2588,26581,149.6,0,1,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,5037,24361,502.9,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4307,458,22607,166.7,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
4308,3867,21877,344.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309,1649,26810,225.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,1280,22562,173.0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,14,23741,253.0,4,6,11,0,11,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,1,0,0,0,0
4312,3605,23307,441.8,0,4,0,0,3,0,0,0,0,0,1,1,1,0,0,0,1,7,0,1,1,0,1,1,0,0,1
4313,2047,23160,233.5,4,2,11,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,1244,24351,158.1,3,3,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,3466,21869,347.2,2,1,5,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4316,3011,25421,317.4,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,1727,23741,155.8,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4318,2681,23882,119.9,3,3,9,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0
4319,4017,23510,111.9,1,2,2,1,3,3,1,1,0,1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,2,1
4320,5105,24073,295.1,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,2267,27011,105.7,2,4,12,0,10,2,0,0,1,0,1,0,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0
4322,3405,26567,119.9,3,2,3,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4323,915,25577,329.8,7,3,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,1337,26966,227.2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,3753,24320,142.7,4,6,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,4453,25046,173.0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,4071,21890,411.0,2,2,2,0,9,2,0,0,0,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0
4328,4010,24477,167.3,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,1741,26055,203.8,3,3,5,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,487,26654,133.6,2,4,7,0,6,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
4331,620,23636,318.5,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4332,2049,24535,344.3,2,2,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
